,Nstep,Time,Chain length,Chain number,Chain Type,Chain Value,Chain Mass,Average Mass,Average Length,GA conversion
Step 925000,925000,0.0036104259443957435,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[383142, 384406, 3216, 3276, 33551, 33465, 284, 284, 2216, 275, 2174, 279, 127, 17, 34, 135, 2, 2, 20, 20, 4, 18, 16, 1, 2, 6, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.12420329005394,2.0921193845877752,0.7046796666666667
Step 930000,930000,0.0036332354736438714,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[384812, 386036, 3227, 3284, 33914, 33808, 286, 286, 2252, 278, 2212, 281, 128, 17, 34, 139, 2, 2, 20, 21, 4, 18, 18, 1, 2, 6, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.1625974012241,2.092712547277442,0.7031563333333334
Step 935000,935000,0.003656473598405471,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[386362, 387700, 3241, 3298, 34310, 34117, 291, 287, 2289, 282, 2275, 282, 131, 17, 34, 141, 2, 2, 21, 21, 4, 19, 18, 1, 2, 6, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.20434753577703,2.0933652026876906,0.701631
Step 940000,940000,0.003679868874946776,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[388030, 389250, 3249, 3313, 34704, 34466, 293, 291, 2323, 283, 2321, 284, 133, 17, 34, 142, 2, 2, 21, 22, 4, 19, 18, 1, 2, 6, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.24518205147606,2.093996403777779,0.7001133333333334
Step 945000,945000,0.003703428545650366,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[389603, 390955, 3259, 3321, 35013, 34868, 300, 293, 2357, 286, 2361, 287, 138, 17, 34, 143, 2, 2, 21, 23, 4, 20, 18, 1, 2, 6, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.28430545822675,2.094587410044027,0.6986096666666667
Step 950000,950000,0.0037266312567846775,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[391261, 392599, 3277, 3333, 35358, 35200, 302, 296, 2397, 289, 2402, 288, 141, 18, 34, 149, 2, 2, 22, 23, 4, 22, 18, 1, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.32150257305304,2.095161461383454,0.6970876666666667
Step 955000,955000,0.0037494777810516133,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[392858, 394198, 3284, 3344, 35713, 35588, 303, 300, 2441, 289, 2436, 292, 143, 18, 36, 154, 2, 2, 22, 23, 5, 23, 20, 1, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.36339652258317,2.0958005023470783,0.6955846666666666
Step 960000,960000,0.0037732501943121763,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[394388, 395849, 3294, 3346, 36111, 35956, 305, 303, 2481, 292, 2469, 296, 145, 19, 36, 158, 2, 2, 23, 23, 5, 23, 20, 2, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.40453911887445,2.096438630274041,0.694068
Step 965000,965000,0.003796386477329712,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[395973, 397414, 3301, 3352, 36476, 36347, 311, 305, 2533, 294, 2506, 300, 147, 19, 37, 160, 2, 2, 24, 23, 6, 24, 20, 2, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.44770340112228,2.0970995643434684,0.6925663333333333
Step 970000,970000,0.003819623498777842,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[397578, 399048, 3312, 3361, 36837, 36684, 312, 308, 2585, 296, 2550, 302, 149, 19, 38, 166, 2, 2, 24, 24, 6, 25, 20, 2, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.4867616084846,2.0977022940846295,0.691051
Step 975000,975000,0.003843055754599168,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[399107, 400615, 3322, 3370, 37230, 37067, 317, 310, 2634, 299, 2592, 306, 154, 19, 38, 169, 2, 2, 24, 24, 6, 25, 20, 2, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.53095154945314,2.098383629915689,0.6895473333333333
Step 980000,980000,0.0038664569714074977,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[400677, 402270, 3329, 3385, 37605, 37436, 317, 311, 2677, 303, 2625, 308, 157, 19, 38, 171, 2, 2, 24, 24, 6, 26, 20, 2, 2, 7, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.56888614272188,2.098965178503344,0.688036
Step 985000,985000,0.0038908006074472004,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[402323, 403822, 3338, 3393, 37962, 37827, 319, 312, 2722, 305, 2658, 310, 160, 20, 39, 175, 2, 2, 25, 24, 6, 26, 20, 2, 2, 7, 1, 1, 1, 2, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.6083167579623,2.099567205882517,0.6865316666666667
Step 990000,990000,0.003914741121514691,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[403928, 405421, 3348, 3401, 38338, 38175, 322, 317, 2755, 308, 2714, 315, 164, 20, 39, 178, 2, 2, 25, 24, 6, 27, 20, 2, 2, 7, 1, 1, 1, 2, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.64687714615283,2.1001638021661004,0.6850163333333333
Step 995000,995000,0.003938313925797334,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[405492, 407162, 3365, 3407, 38713, 38513, 323, 318, 2786, 315, 2755, 317, 165, 20, 39, 179, 2, 2, 25, 24, 6, 27, 20, 2, 2, 7, 1, 1, 1, 2, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.6796200961955,2.1006734572872325,0.6834863333333333
Step 1000000,1000000,0.003962432519305064,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[407157, 408741, 3372, 3413, 39063, 38872, 328, 322, 2829, 319, 2800, 324, 166, 20, 39, 180, 2, 2, 25, 25, 6, 27, 20, 2, 2, 9, 1, 1, 1, 2, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.71622961200165,2.101235476080615,0.681974
